data,generalisation
i want everything on my shopping list ordered,id
i am needing you to buy me some shoes,id
i want you to order everything on my shopping list,id
is there any traffic congestion on my way to the closest whole foods,id
how bad is traffic to the closet atm machine,id
is traffic bad on my way to the next mcdonalds,id
what will traffic be like at 5:00 going towards the mall,id
is the traffic bad at 5:00 if i'm going to the mall,id
"will i be able to get to the mall at 5:00, or will there be a lot of traffic",id
"if i'm heading to the mall at 5:00, what will the traffic be like",id
i'm going to the mall at 5:00 what will traffic be like,id
what is the traffic like on the way to north shore,id
what is the traffic like on the way to makaha,id
what is the traffic like on the way to kaneohe,id
what is the traffic like on the way to kapolei,id
what is the traffic like on the way to town,id
is there traffic on dove road,id
is there traffic up ahead,id
should i take a different route to work,id
is there traffic on bramble lane,id
is there any traffic on my way to work,id
what's the traffic like around the stadium,id
how clogged are the streets before the stadium,id
how much traffic is there before the stadium,id
are there alot of cars on the road before the stadium,id
is there gridlock on the street up to the stadium,id
what's the traffic like on the way to patterson,id
what's the traffic like on the way to the mall,id
what's the traffic like on the way to the water slides,id
what's the traffic like on the way to the amusement park,id
what's the traffic like on the way to walmart,id
what is the traffic nearest lexington,id
give me the traffic at lexington,id
what's the traffic at lexington,id
tell me the traffic at lexington,id
how is the traffic near lexington,id
what is the traffic like,id
is the traffic bad on the way to work,id
how bad is the traffic,id
what is the traffic like on the way to work,id
let me know the traffic in tempe,id
is there traffic on route to work,id
is there traffic on my way to work today,id
i wanna know what the traffic typically like at 3:30 on the route to phoenix,id
i have to know what the traffic typically like at 3:30 on the route to phoenix,id
i would like to know the traffic in tempe please,id
tell me what the traffic is like on the way to phoenix,id
i need to know what the traffic typically like at 3:30 on the route to phoenix,id
is there traffic to work,id
i must know what the traffic typically like at 3:30 on the route to phoenix,id
i gotta know what the traffic is like on the way to phoenix,id
tell me the traffic in tempe,id
is there traffic on my way to work,id
i need ti know the traffic in tempe,id
i wanna know what the traffic is like on the way to phoenix,id
i need to know what traffic will be like in temp,id
what's the traffic typically like at 3:30 on the route to phoenix,id
i need to know what the traffic is like on the way to phoenix,id
i must know what the traffic is like on the way to phoenix,id
is any traffic on my route to work,id
give me an idea of traffic on the way to the doctors office at 6,id
is traffic bad on the way to chicago,id
traffic looking alright going towards burger king,id
is traffic heavy on my route to washington,id
how will traffic be at 7am on the way to my job,id
pull up traffic predictions at 4pm on the way to the library,id
how bad is traffic at 8 on the way to burger king,id
will traffic be light on the way to orlando,id
how's traffic en route to virginia,id
what does traffic look like at 9 en route to the aquarium,id
is there any traffic on the way to the bank,id
is the expressway slow this morning,id
will there be traffic on the way to walmart,id
how's highway traffic today,id
will i hit traffic on route to moms,id
how is the traffic on the way to the mall,id
how is the traffic on the way to work,id
how's traffic on i 95,id
tell me how traffic is looking on the interstate,id
is traffic bad on the parkway,id
how is the traffic on the way to the campsite,id
how is the traffic like on my way to fairfield,id
how is the traffic like on the way to the beach,id
what's the traffic like on my way to the terminal,id
how is the traffic on my way to the venue,id
how is the traffic at jfk at 5 pm on weekdays,id
how bad is city traffic in miami on friday's at 5 pm,id
is the beltway backed up in traffic on saturday mornings at 11 am during the cherry festival,id
how bad is the traffic waiting for the staten island ferry at 8 am,id
"tell me about traffic conditions in ocean city, nj on sunday mornings around 10 am in the summer",id
is the traffic typically bad at noon on the route to the hopsital,id
how is the traffic typically at noon on the route to hospital,id
at around noon what is the traffic typically like on the route to the hopsital,id
can you tell me about the traffic typically at noon on the route the hospital,id
if im traveling to the hospital around noon what is the traffic typically like,id
